activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,16472904,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(N)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '15.58', 'le': '0.29', 'lle': '4.23', 'sei': '4.06'}",CHEMBL3764633,,CHEMBL3764633,5.68,0,http://www.openphacts.org/units/Nanomolar,2756390,=,1,1,=,,IC50,nM,,2100.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.1
,16472905,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(-c3ccccc3)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765535,,CHEMBL3765535,,0,http://www.openphacts.org/units/Nanomolar,2756389,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472906,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(C)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '13.75', 'le': '0.25', 'lle': '2.82', 'sei': '4.39'}",CHEMBL3765484,,CHEMBL3765484,5.00,0,http://www.openphacts.org/units/Nanomolar,2756388,=,1,1,=,,IC50,nM,,10100.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,10.1
,16472907,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)c1nc(-n2nc(-c3ccccn3)nc2N)c2cc(OC)c(OC)cc2n1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764969,,CHEMBL3764969,,0,http://www.openphacts.org/units/Nanomolar,2756387,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472908,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(NCC(=O)O)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764110,,CHEMBL3764110,,0,http://www.openphacts.org/units/Nanomolar,2756386,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472909,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)CNc1nc(-n2nc(-c3ccccn3)nc2N)c2cc(OC)c(OC)cc2n1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765378,,CHEMBL3765378,,0,http://www.openphacts.org/units/Nanomolar,2756385,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472910,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(N3CCN(CCO)CC3)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765032,,CHEMBL3765032,,0,http://www.openphacts.org/units/Nanomolar,2756384,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472911,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(N3CCN(C)CC3)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763930,,CHEMBL3763930,,0,http://www.openphacts.org/units/Nanomolar,2756383,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472912,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(N3CCOCC3)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765727,,CHEMBL3765727,,0,http://www.openphacts.org/units/Nanomolar,2756382,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472913,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2nc(Cl)nc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763896,,CHEMBL3763896,,0,http://www.openphacts.org/units/Nanomolar,2756381,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472914,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COCCOc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OCCOC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.89', 'le': '0.24', 'lle': '3.73', 'sei': '4.26'}",CHEMBL3764300,,CHEMBL3764300,5.64,0,http://www.openphacts.org/units/Nanomolar,2756380,=,1,1,=,,IC50,nM,,2300.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.3
,16472915,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(OCC3CC3)c(OCC3CC3)cc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763268,,CHEMBL3763268,,0,http://www.openphacts.org/units/Nanomolar,2756379,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472916,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(C4CCCCC4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763872,,CHEMBL3763872,,0,http://www.openphacts.org/units/Nanomolar,2759184,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472917,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccc(Cl)cc4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763904,,CHEMBL3763904,,0,http://www.openphacts.org/units/Nanomolar,2759183,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472918,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2nc(N)n(-c3ncnc4cc(OC)c(OC)cc34)n2)cc1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763579,,CHEMBL3763579,,0,http://www.openphacts.org/units/Nanomolar,2759182,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472919,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccc4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '16.36', 'le': '0.30', 'lle': '3.22', 'sei': '5.64'}",CHEMBL3763603,,CHEMBL3763603,5.70,0,http://www.openphacts.org/units/Nanomolar,2759181,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,2.0
,16472920,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccncc4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '15.17', 'le': '0.28', 'lle': '3.43', 'sei': '4.66'}",CHEMBL3765732,,CHEMBL3765732,5.30,0,http://www.openphacts.org/units/Nanomolar,2759180,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,5.0
,16472921,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4cccnc4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '13.81', 'le': '0.25', 'lle': '2.95', 'sei': '4.24'}",CHEMBL3763903,,CHEMBL3763903,4.82,0,http://www.openphacts.org/units/Nanomolar,2759179,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,15.0
,16472922,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc3c(cc12)OCCO3,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765342,,CHEMBL3765342,,0,http://www.openphacts.org/units/Nanomolar,2759178,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472923,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(F)c(F)cc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765296,,CHEMBL3765296,,0,http://www.openphacts.org/units/Nanomolar,2759177,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472924,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(OC(F)(F)F)ccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764689,,CHEMBL3764689,,0,http://www.openphacts.org/units/Nanomolar,2759176,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472925,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2ncnc(-n3nc(-c4ccccn4)nc3N)c2c1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '14.94', 'le': '0.27', 'lle': '2.91', 'sei': '4.56'}",CHEMBL3763403,,CHEMBL3763403,4.77,0,http://www.openphacts.org/units/Nanomolar,2759175,=,1,1,=,,IC50,nM,,16900.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,16.9
,16472926,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(N3CCNCC3)c([N+](=O)[O-])cc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763586,,CHEMBL3763586,,0,http://www.openphacts.org/units/Nanomolar,2759174,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472927,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1N,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764232,,CHEMBL3764232,,0,http://www.openphacts.org/units/Nanomolar,2759173,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472928,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1[N+](=O)[O-],,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '12.37', 'le': '0.23', 'lle': '2.74', 'sei': '3.05'}",CHEMBL3764171,,CHEMBL3764171,4.51,0,http://www.openphacts.org/units/Nanomolar,2759172,=,1,1,=,,IC50,nM,,31100.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,31.1
,16472929,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cc2c(-n3nc(-c4ccccn4)nc3N)ncnc2cc1Cl,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3765418,,CHEMBL3765418,,0,http://www.openphacts.org/units/Nanomolar,2759171,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472930,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(Cl)c([N+](=O)[O-])cc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764897,,CHEMBL3764897,,0,http://www.openphacts.org/units/Nanomolar,2759170,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472931,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccc(Cl)cc2)nn1-c1ncnc2cc(Cl)ccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764741,,CHEMBL3764741,,0,http://www.openphacts.org/units/Nanomolar,2759169,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472932,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-c2nc(N)n(-c3ncnc4cc(Cl)ccc34)n2)cc1,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3764242,,CHEMBL3764242,,0,http://www.openphacts.org/units/Nanomolar,2759168,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472933,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccn2)nn1-c1ncnc2cc(Cl)ccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763710,,CHEMBL3763710,,0,http://www.openphacts.org/units/Nanomolar,2759167,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472934,[],CHEMBL3768359,Inhibition of ATM kinase in human MCF7 cells after 1 hr by immunofluorescence assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(-c2ccccc2)nn1-c1ncnc2cc(Cl)ccc12,,,CHEMBL3763144,J. Med. Chem.,2016,,CHEMBL3763436,,CHEMBL3763436,,0,http://www.openphacts.org/units/Nanomolar,2759166,>,1,1,>,,IC50,nM,,40000.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,uM,UO_0000065,,40.0
,16472964,[],CHEMBL3768629,Inhibition of ATM in human U2OS cells assessed as inhibition of p53 phosphorylation at Ser15 residue,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '16.69', 'le': '0.33', 'lle': '1.84', 'sei': '15.47'}",CHEMBL222102,KU-55933,CHEMBL222102,6.60,0,http://www.openphacts.org/units/Nanomolar,2759160,=,1,1,=,,IC50,nM,,250.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,250.0
,16472965,[],CHEMBL3768630,Inhibition of ATM (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Sc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '14.50', 'le': '0.29', 'lle': '3.39', 'sei': '9.73'}",CHEMBL3765783,,CHEMBL3765783,8.20,0,http://www.openphacts.org/units/Nanomolar,2756558,=,1,1,=,,IC50,nM,,6.3,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,6.3
,16472966,[],CHEMBL3768630,Inhibition of ATM (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '17.37', 'le': '0.31', 'lle': '2.26', 'sei': '10.66'}",CHEMBL1879463,DACTOLISIB,CHEMBL1879463,8.15,0,http://www.openphacts.org/units/Nanomolar,2756559,=,1,1,=,,IC50,nM,,7.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,7.0
,16472967,[],CHEMBL3768631,Inhibition of flag-tagged ATM (unknown origin) using p53 as substrate by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '22.04', 'le': '0.40', 'lle': '5.83', 'sei': '6.76'}",CHEMBL2143829,,CHEMBL2143829,7.70,0,http://www.openphacts.org/units/Nanomolar,2759161,=,1,1,=,,IC50,nM,,20.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,20.0
,16472968,[],CHEMBL3768628,Inhibition of human ATM using p53 as substrate preincubated for 10 mins by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,,,CHEMBL3763144,J. Med. Chem.,2016,"{'bei': '19.94', 'le': '0.40', 'lle': '3.13', 'sei': '18.48'}",CHEMBL222102,KU-55933,CHEMBL222102,7.89,1,http://www.openphacts.org/units/Nanomolar,2759160,=,1,1,=,,IC50,nM,,13.0,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,13.0
427673,17789343,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,,,CHEMBL3886912,,2016,"{'bei': '20.02', 'le': '0.37', 'lle': '5.61', 'sei': '12.42'}",CHEMBL3960662,,CHEMBL3960662,9.24,1,http://www.openphacts.org/units/Nanomolar,2893665,=,37,1,=,,IC50,nM,,0.575,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.575
427674,17789344,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,,,CHEMBL3886912,,2016,"{'bei': '20.81', 'le': '0.39', 'lle': '5.97', 'sei': '12.91'}",CHEMBL3936734,,CHEMBL3936734,9.60,1,http://www.openphacts.org/units/Nanomolar,2893666,=,37,1,=,,IC50,nM,,0.249,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.249
